City,Region,tif_count,Latitude,Longitude,wc2.1_5m_bio_18.tif,wc2.1_5m_bio_11.tif,wc2.1_5m_bio_19.tif,wc2.1_5m_bio_13.tif,wc2.1_5m_bio_10.tif,wc2.1_5m_bio_3.tif,wc2.1_5m_bio_9.tif,wc2.1_5m_bio_14.tif,wc2.1_5m_bio_2.tif,wc2.1_5m_bio_16.tif,wc2.1_5m_bio_8.tif,wc2.1_5m_bio_5.tif,wc2.1_5m_bio_6.tif,wc2.1_5m_bio_1.tif,wc2.1_5m_bio_12.tif,wc2.1_5m_bio_7.tif,wc2.1_5m_bio_17.tif,wc2.1_5m_bio_4.tif,wc2.1_5m_bio_15.tif
Peshawar,ASIA,58.08555431,34.2192907,71.85762963,207.6920504,10.9994692,133.8156051,106.5042752,31.05168514,37.79835588,17.58491176,13.95855428,13.88597572,243.6175084,24.31197727,39.63406481,2.901216501,21.60969544,587.307861,36.73284823,59.81942863,821.4515614,61.4028245
Petatlan,NORTH AMERICA,0.1,17.58333333,-101.3333333,553,26.17033386,22,291,28.05749893,81.76211548,26.34466743,1,9.921833038,661,27.89966583,32.52899933,20.3939991,27.20241737,1031,12.13500023,5,77.68720245,117.3316956
Peterborough1,NORTH AMERICA,1.08,44.34799383,-78.36574074,233.6574074,-7.080052354,196.1481481,91.12962963,18.79869616,26.80801674,-6.082510688,55.91666667,10.69584746,258.1018519,8.215870411,26.22909316,-13.66828706,6.324005529,903.4814815,39.89737935,184.3611111,1050.521976,14.28031268
Peterborough2,AUSTRALIA,0.05,-32.91666667,138.7833333,75.4,8.556066895,112,40.20000001,22.02736664,50.53442154,19.29856644,17,14.4107832,119.2,9.61423359,30.99020004,2.473600006,15.27842464,365.6,28.51660004,65,546.7144775,24.61512719
Petersburg,NORTH AMERICA,2.391110158,37.32953838,-77.46044818,304.0888478,4.315337455,258.4201668,110.2283354,24.69672552,37.05009618,10.03345808,81.37044522,12.84264004,321.6937424,24.03820513,32.0107633,-2.651832177,14.67493307,1122.137342,34.66259565,254.3860644,823.2322109,11.64777473
Peto,NORTH AMERICA,0.05,20.16666667,-89,417,23.05483246,111,207,27.87866592,68.9074173,23.86816597,27,14.93774986,535,27.22299957,36.59199905,14.91399956,25.80912399,1191,21.6779995,102,200.6065216,63.43547058
Petoskey,NORTH AMERICA,0.15,45.41666667,-85,225,-5.590000153,147,102,18.46750069,27.9329319,-5.02583313,33,10.46199989,263,14.24650002,25.80900002,-11.6449995,6.614250183,802,37.45399857,134,985.0327759,26.15189171
Petrolina,SOUTH AMERICA,0.37,-9.351351351,-40.54054054,179.2162162,23.96955408,13.86486486,112.6756757,26.90980221,75.09768739,24.43913073,1.891891891,11.47790102,270.027027,26.69497763,33.48959464,18.20567585,25.75994997,504.7567567,15.28391879,8.7027027,124.3727856,90.08742523
Petropavlovsk,ASIA,0.94,54.92198582,69.10460993,156.5744681,-15.16309919,59.93617021,65.93617021,18.14479114,22.11070349,-13.48361364,13.68085106,10.23629422,156.5744681,18.14479114,25.45431985,-20.8411489,1.873010615,371.6170213,46.29547006,49.61702128,1371.515147,46.61025392
Petropavlovsk Kamchatskiy,ASIA,0.99,53.07070707,158.6077441,250.010101,-10.00465849,228.1414141,139.2525253,11.72303426,22.25446202,-1.168768979,52.98989899,6.878674329,342.9393939,8.739329069,16.68806298,-14.1759926,0.921572881,982.8787879,30.86405556,183.4747475,898.0072884,29.41335081
Petropolis,SOUTH AMERICA,1.17,-22.43732194,-43.21011396,731.2478633,15.59097406,160.8290598,284.2905983,21.12562113,60.213254,15.59097406,46.53846154,10.54972698,785.7008547,20.95792017,26.56695712,9.047222342,18.3230651,1791.179487,17.51973503,160.8290598,223.5623627,58.44551367
Petrovsk Zabaykalskiy,ASIA,0.46,51.31884058,108.817029,226.7826087,-22.21002902,15.15217391,91.7173913,14.35333003,29.03573758,-18.82200399,3,16.50847394,226.7826087,14.35333003,23.94580484,-32.90978291,-3.13111767,333.6521739,56.85558933,10,1474.992158,108.9979736
Petrozavodsk,EUROPE,1.24,61.84946237,34.28494624,211.983871,-8.696177452,103.516129,79.74193548,14.76925558,21.39391985,-4.922120875,25.5483871,7.311037702,213.3548387,13.16457516,20.99656416,-13.17672577,2.841345475,593.016129,34.17328995,93.35483871,942.6164748,33.67135989
Phan Rang,ASIA,0.67,11.62562189,108.9452736,215.1492538,24.89440875,131.5223881,208.0746269,28.64203345,59.81554903,25.53574172,5.507462686,6.926342708,535.8955224,26.89637694,32.92608238,21.35034029,27.00458922,1015.328358,11.5757421,36.41791044,154.7278522,78.20696702
Phan Thiet,ASIA,1.79,10.94366853,107.952514,390.7988827,25.63069255,49.51955309,241.3072626,28.24545784,65.05624407,26.22009483,4.05027933,7.590547762,685.2569833,27.00605325,32.75832474,21.09139017,26.92874978,1444.849162,11.66693456,16.62569833,101.8755361,83.01051778
Phayao,ASIA,0.03,19.22222222,99.83333333,363.3333333,21.25088882,47.66666667,207,28.08611107,51.27380498,21.33494504,3,11.7149725,557.3333333,26.67994499,35.60333379,12.75533358,25.25051435,1101,22.84800084,20.66666667,284.6199544,81.87253316
Phetchaburi,ASIA,0.6,13.16805556,99.92361111,209.7333333,26.21959454,91.63333334,212.8666667,29.38112822,61.29616687,26.47530629,3,8.138713026,488.4333333,27.96800696,34.05674934,20.78004341,27.97725013,919.8333333,13.27670593,14.06666667,127.911056,85.6938357
Philadelphia,NORTH AMERICA,56.07,40.0345253,-75.24493193,320.0438737,0.818841707,255.5263064,115.5550205,23.01179215,31.66514934,0.946674353,72.95897985,11.16393431,327.3659711,21.87113009,30.05504607,-5.191400595,12.05016634,1159.510612,35.24644652,255.5263064,898.6904854,12.47348214
Phitsanulok,ASIA,1.02,16.8619281,100.2205882,266.4215686,25.04644265,35.74509804,228.117647,30.05797539,55.15021077,25.26092619,4.411764706,10.47674852,618.0784313,28.31831956,36.95202981,17.95623495,27.83443457,1222.882353,18.99579486,25.84313725,202.4028955,84.06245288
Phnom Penh,ASIA,5.54,11.52963297,104.7436823,255.6588448,26.53463741,154.8935018,240.833935,29.59696078,61.99058268,26.94258062,8.288808665,7.84466722,594.2166065,27.83999464,34.45033408,21.79900547,28.05312526,1282.974729,12.65132861,49.36823105,121.3181767,71.40906129
Phoenix,NORTH AMERICA,29.66,33.5266633,-112.0522308,57.54146999,12.74168917,73.71948752,32.02326365,31.86946207,44.96284642,25.29201705,2.242076871,16.47823365,78.68813216,24.17755595,41.05517792,4.408755202,22.03663652,229.8661497,36.64642265,14.00101146,790.4016452,48.1060694
Phrae,ASIA,1.05,18.1452381,100.0920635,394.4095238,22.85951932,37.24761905,223.7809524,29.08544866,53.16610841,22.88584927,5.123809524,11.87876049,586.1142857,27.45759199,36.82725816,14.48510471,26.41515926,1147.847619,22.34215386,22.31428571,257.9375285,85.0642831
Phuket,ASIA,0.67,7.915422886,98.33955224,444.3432836,27.11627459,588.7164179,386.4179105,28.7208739,76.11818581,28.15738496,38,8.560095033,1068.910448,27.32168033,33.90847004,22.66326292,27.85557345,2378.985075,11.24520712,148.1044776,66.84392935,63.16178678
Phyarpon,ASIA,0.14,16.33333333,95.66071429,317.0714285,24.81050055,15.78571428,547.2857143,28.78778567,51.90079416,25.7736311,1,8.87037502,1548.142857,27.02403491,35.10971342,18.01835728,26.95040839,2462.214286,17.09135614,14.85714285,156.7198813,105.3598949
Pichilemu,SOUTH AMERICA,0.15,-34.33333333,-72.05,17.6,10.67848625,374.8,140.2,20.17914772,47.53668442,19.69488487,1.399999999,9.562121391,384.6,11.21487522,26.71333389,6.598563195,15.29563923,636.6,20.11476974,17,383.6827515,98.1355545
Picos,SOUTH AMERICA,0.15,-7.022222222,-41.5,164.8,25.4674881,37.39999999,183.7333333,27.9665226,74.87182922,26.2252547,1,11.63996067,459.4666667,26.48666649,34.64206746,19.09606565,26.58340225,787.1333333,15.54600182,9.733333332,102.8744975,98.73533427
Piedras Negras,NORTH AMERICA,0.618593628,28.72171002,-100.5846805,168.8845666,12.4428495,59.27254343,79.40414254,29.32869717,43.26188748,13.63503669,16.66052027,13.71755983,193.2864356,25.52080001,36.48078615,4.772325646,21.39347353,520.7991911,31.70846113,58.93306369,687.2290404,53.47021382
Pierre,NORTH AMERICA,0.2,44.41666667,-100.375,183,-5.814083338,30,77.5,22.78750038,29.41083622,-5.814083338,8.999999999,13.38429165,208.5,19.99374962,32.02900028,-13.47900009,8.697354317,436,45.50800133,30,1157.549988,64.1382885
Pietermaritzburg,AFRICA,1.92,-29.56814236,30.32204861,373.328125,12.97039708,50.5625,133.1302083,21.62191742,55.33487405,13.2374626,12.109375,12.85542597,373.328125,21.62191742,27.05805722,3.818708315,17.72796785,824.0677083,23.23934933,46.14583333,354.5973644,66.67845074
Pijijiapan,NORTH AMERICA,0.09,15.75,-93.25,276,26.81466675,15,466,28.68183327,75.75639343,26.81466675,2,12.56949997,1251,27.56150055,35.92599869,19.33399963,27.65533257,2181,16.59199905,15,76.1579895,101.2735672
Pilar,SOUTH AMERICA,0.17,-26.83333333,-58.33333333,460,16.60366631,172,171,26.68716621,49.3532486,16.60366631,50,11.04574966,470,25.84399986,32.86199951,10.48099995,21.70254135,1432,22.38100052,172,409.8755188,38.36703873
Pilibhit,ASIA,39.87883298,28.71831261,79.77746242,567.0415866,16.02028784,62.24397801,408.7482067,30.93535179,40.03612705,22.1056789,4.199607396,12.35225177,1006.163479,28.69925319,39.3437597,8.490331544,24.58590644,1356.86764,30.85342809,45.10918606,617.3426238,128.7285692
Pimentel,SOUTH AMERICA,0.09,-6.768518519,-79.96296296,17.44444444,18.7845974,1.33333333,12.22222222,24.86805047,57.81655799,19.26471159,0.444444443,9.126905547,19.11111111,24.76089753,30.28215535,14.4985359,21.54892794,27.99999999,15.78361946,1.33333333,253.7587891,100.2690769
Pinar del Rio,NORTH AMERICA,0.56,22.4672619,-83.73511905,567.3214286,21.84558371,156.3571428,216.0357143,26.95736899,63.72150176,21.84558371,39.96428571,10.00198483,567.6785714,26.89406545,31.84421369,16.14846441,24.69465072,1470.107143,15.69574928,156.3571428,211.2374104,55.75690937
Pindamonhangaba,SOUTH AMERICA,1.502456539,-22.89226219,-45.47831371,609.1371947,17.68220448,88.97805089,224.1102248,23.38147587,60.76377592,17.68220448,21.84625676,10.85796166,641.9784637,23.334035,28.58735258,10.71784848,20.74859891,1344.512015,17.86950396,88.97805089,234.5750627,69.63953351
Pine Bluff,NORTH AMERICA,0.92,34.25181159,-92.06974638,279.5434783,6.545104996,342.3369565,135.6630435,26.90851226,34.68437585,26.14909381,82.75,11.77099735,382.9891304,17.14495279,33.70046823,-0.237260877,17.03394765,1327.130435,33.93772776,270.2826087,821.6338554,15.9758521
Pingdingshan,ASIA,71.04960443,33.72637538,113.2726801,379.9807531,2.841835574,40.12273696,167.0842258,26.3135853,29.58873098,2.841835574,10.65726614,10.48999661,385.4729933,25.23980871,31.6318289,-3.815824489,14.94224172,768.5478985,35.44765323,40.12273696,943.1510058,74.31405673
Pingdu,ASIA,16.49741242,37.0755395,119.9222344,412.6841635,-0.55440252,28.11092649,185.9161005,24.23502098,26.23121622,-0.55440252,8.888467357,9.39050717,412.6841635,24.23502098,29.17599683,-6.620406893,12.39651602,664.9403385,35.79640412,28.11092649,1006.762342,102.5202873
Pingliang,ASIA,0.82,35.58130081,106.6615854,254.4634146,-3.014170728,12.69512195,100.2195122,19.75115474,30.40740778,-3.014170728,3,11.12146657,288.1707317,18.39890475,26.36330446,-10.21106115,8.734360381,524.097561,36.57436706,12.69512195,919.1951852,82.13010425
Pingtung,ASIA,3.228745853,22.71307383,120.4632861,1699.182793,19.36980863,60.72331004,671.0304064,28.16140407,41.68124919,20.5207851,14.26563146,7.171635464,1699.182793,28.16140407,31.76643567,14.56101399,24.38935267,2612.481112,17.20542169,54.38140828,362.9253046,109.511504
Pingxiang1,ASIA,0.14,22.16666667,106.7083333,619.9999999,14.83483315,78.49999998,238.5,27.3850832,35.44634438,16.02933264,19,7.518541575,619.9999999,27.3850832,31.36349964,10.15250015,21.7930212,1225,21.21099949,67.49999999,518.0738831,76.22128296
Pingxiang2,ASIA,2,27.7,113.79,449.415,6.871929283,211.815,218.375,27.48165446,26.48168413,8.758498464,47.305,8.280216308,640.43,21.76391292,33.1572447,1.889814957,17.48741837,1495.685,31.26742976,187.315,839.5981528,47.48939102
Pingyi,ASIA,15.6635523,35.54046026,117.5366493,470.3613295,0.024804509,32.37696701,222.4384727,25.10612623,29.4672938,0.024804509,8.554336373,10.83934278,470.3613295,25.10612623,30.13329179,-6.651180773,13.20156122,731.7609241,36.78447224,32.37696701,1013.405333,106.6316769
Pinheiro,SOUTH AMERICA,0.12,-2.5,-45.11111111,83.66666667,26.30938848,918.3333334,336,27.2161115,83.80547333,27.10033353,7.333333334,8.970444997,950,26.38800049,32.35633214,21.65233421,26.62663905,1870.666667,10.70399793,37.66666667,39.38183721,79.89015452
Pinrang,MALAY ARCHIPELAGO,1.04,-3.741987179,119.5552885,384,26.686036,530.3173079,283.1346154,27.36497951,83.78261691,26.80808212,55.13461538,7.8669992,760.875,26.72810936,31.9825688,22.59224127,26.97108879,2058.307692,9.390327527,210.0288461,32.32724938,44.48192773
Pinsk,EUROPE,0.6,52.16666667,26.05833333,214.2333333,-3.242372155,101.3666667,80.86666667,17.22160492,28.40086689,-2.23042225,28,8.518380356,214.2333333,16.46248302,23.18050009,-6.812933636,7.111573617,584.2666667,29.99343325,91.56666667,839.1084452,34.9853756
Piracicaba,SOUTH AMERICA,1.34,-22.68656716,-47.68594527,607.619403,17.31136914,87.75373134,235.1268657,23.32229102,62.46043379,17.31136914,24.26119403,11.36880259,621.1268657,23.32156241,28.57301507,10.37117911,20.69228256,1239.932836,18.20183622,87.75373134,252.9017539,70.89694385
PiraiÌ©vs,EUROPE,2.494763091,38.03607185,23.58833731,24.33666069,9.776339856,174.4044574,70.78146989,26.34316332,31.99552605,26.34316332,7.066110632,8.509996702,184.9977559,11.28635823,32.41834137,5.843223075,17.55370497,425.3120189,26.57511788,24.33666069,686.9743083,65.17254444
Pirapora,SOUTH AMERICA,0.51,-17.3120915,-44.98039216,454.627451,20.51378067,15.31372549,220.1960784,24.8161734,68.25997745,20.51442782,4,13.64247229,619.1176471,24.60628136,31.70990132,11.72372528,23.29791372,1052.27451,19.98617591,14.1372549,196.2380159,94.29225563
Pirassununga,SOUTH AMERICA,0.33,-21.96717172,-47.47979798,617.9393939,18.24041927,94.60606061,250.1212121,23.60714594,65.52177568,18.35269726,19.42424242,12.2293461,678.3636364,23.57768163,28.99927284,10.33539411,21.42241316,1334.212121,18.66387905,78.60606061,228.6209629,75.59910445
Pires do Rio,SOUTH AMERICA,0.16,-17.25,-48.33333333,630,19.71783447,52,299,23.51433182,69.54402924,19.88366699,9,12.51166725,783,23.32866669,29.4470005,11.45600033,22.25241661,1499,17.99100113,34,170.4935608,84.3306427
Pirgos,EUROPE,0.33,37.73232323,21.40656566,21.33333333,9.711154129,345.2121212,140.4848485,23.93813151,38.36721952,23.93813151,5.666666665,9.956941951,393.1212121,11.07930663,30.81481269,4.862372486,16.53220847,776.5757576,25.95243974,21.33333333,593.1649984,77.74239581
Piripiri,SOUTH AMERICA,0.18,-4.25,-41.83333333,57,25.76333237,499,401,27.84716606,75.05261993,26.67549896,9,11.64666557,964,25.91866684,34.7519989,19.23399925,26.63075066,1527,15.51799965,39,91.16247559,104.9653473
Pisa,EUROPE,2.59,43.73777349,10.47039897,133.1119691,6.856908005,214.7490347,130.8146718,22.06109495,37.83502505,22.06109495,27.33204633,10.25051825,348.9382239,15.08563183,29.23635542,2.1506062,14.17138659,917.3397683,27.08574919,133.1119691,626.2044876,38.40049077
Pisco,SOUTH AMERICA,0.11,-13.66666667,-76.25,0,16.87338257,3,1,23.08731461,54.19044495,23.08731461,0,7.794527531,3,17.10397911,27.86417961,13.48059654,19.74913025,4,14.38358307,0,254.9944,36.92744827
Pitesti,EUROPE,1.02,44.88888889,24.83415033,219.8333333,-0.163851255,95.48039216,80,20.1619784,33.11883463,1.250326875,29.49019608,10.70938498,233.4901961,18.52058061,27.11341192,-5.221735146,10.14978706,599.2941177,32.33514761,91.98039216,831.1782592,37.57915848
Pittsburgh,NORTH AMERICA,19.9,40.49727806,-80.02504188,292.061809,-0.809216663,195.9341709,102.0643216,21.50576203,33.88911266,-0.809216663,58.84120603,12.27168061,302.061809,19.48919217,29.06355087,-7.146494475,10.61745333,980.2180904,36.2100452,195.9341709,903.7235172,17.8005709
Pittsfield,NORTH AMERICA,0.84,42.5,-73.2718254,304.8095238,-5.328924633,246.8571429,105.9285714,18.94479829,30.70046743,-4.309960309,74.59523809,11.93281328,307.0238095,16.80752341,26.70164299,-12.16516685,7.155115241,1094.714286,38.86680975,244.3809524,983.5179719,10.69619133
Piura,SOUTH AMERICA,0.6,-5.165277778,-80.68055556,50.55,20.62514413,2.366666667,25.38333333,26.51121664,64.85419057,21.11174723,0.183333333,11.7091351,50.58333333,26.51103608,32.48390052,14.42921685,23.37482694,69.03333333,18.05468289,2.183333333,247.3623942,113.975244
Pizen,EUROPE,1.02,49.77777778,13.34558824,244.5490196,-0.62613727,136.0392157,90.57843137,17.21669638,32.66038038,3.723341519,38.70588235,9.165881344,244.5490196,17.21669638,23.94140159,-4.121852959,8.268426792,676.3921569,28.06325404,123.5980392,722.5345513,29.42862075
Placetas,NORTH AMERICA,0.09,22.33333333,-79.66666667,552,21.7784996,120,224,26.89800072,63.43053055,21.7784996,38,9.940834045,574,26.45566559,31.9470005,16.27499962,24.5878334,1450,15.67200089,120,209.8890381,60.88357544
Plast,ASIA,0.36,54.41666667,60.75925926,185.7777778,-13.11099974,60.77777778,80.88888889,17.38000064,24.09193442,-11.37498146,14,10.34961107,185.7777778,17.38000064,24.08888838,-18.86977683,2.528675954,424.3333333,42.95866521,49.88888889,1254.907281,52.55499734
Plattsburg,NORTH AMERICA,0.36,44.74537037,-73.51388889,247.3888889,-6.638046132,125.3888889,92.55555556,19.61191644,26.49584474,-5.633537001,34.66666667,10.70504639,252.3888889,18.61250008,26.87344424,-13.52905549,6.939601819,764.5555556,40.40249803,122.7777778,1062.440932,27.19603199
Play Ku,ASIA,0.6,14.02916667,107.9652778,665.4166667,20.90842231,63.73333333,518.9666668,24.73805548,58.531029,20.95773131,1,8.534426149,1412.05,23.62746388,29.96289984,15.38108347,23.01913532,2372.616667,14.58181637,17.81666666,155.0225428,99.13854231
Pleven,EUROPE,0.43,43.46705426,24.57364341,182.5116279,0.454484465,109.7674419,68.67441861,21.62327855,32.49210313,0.454484465,36,10.89992623,201.5348837,19.91793397,28.94179056,-4.606697781,11.28850975,572.2093023,33.54848888,109.7674419,863.1470592,25.89789639
Plock,EUROPE,1.12,52.60565476,19.66071429,203.0982143,-1.957043172,88.40178571,74.36607143,17.66898048,28.10750137,-0.468958322,20.86607143,8.255784188,203.0982143,17.66898048,23.87986587,-5.491866061,8.165212069,529.8035714,29.37173167,80.40178571,792.4752519,36.9265354
Ploiesti,EUROPE,1.07,44.96806854,25.98676012,211.317757,-0.775672887,82.86915888,79.6728972,20.44159322,32.49675031,0.863151095,25.48598131,10.90085332,222.0841121,18.86355625,27.23538308,-6.309093551,10.16765651,560.2336449,33.54447605,81.8317757,865.9320057,40.26072115
Plovdiv,EUROPE,0.8,42.175,24.715625,133.2,2.117345789,120.6,58.1,22.39180007,34.04391446,17.9793478,31,11.37784063,159.2,20.60239351,30.17001228,-3.250249967,12.31174092,505.0125,33.42026358,96.4125,824.0257019,20.94031022
Plumtree,AFRICA,0.02,-20.41666667,27.75,239,14.63433361,11,123,22.0011673,58.12034607,14.69983292,1,13.73499966,349,21.43816566,29.71899986,6.086999893,19.05224991,590,23.63199997,4,315.8010864,98.55922699
Plymouth,EUROPE,1.57,50.43312102,-4.162951168,197.6687898,6.267341362,328.5159236,124.0509554,15.57290931,37.20209343,14.01019176,53.71337579,6.173576343,351.7961783,7.188182151,19.79360458,3.20114268,10.60585747,1005.152866,16.59246177,174.7324841,390.9965881,29.0888855
Pocatello,NORTH AMERICA,0.84,42.93154762,-112.4930556,66.45238095,-3.638372901,83.27380952,35.88095238,19.16581311,36.70604052,18.72312671,17.1547619,14.70880776,93.41666667,11.13243073,30.64311915,-9.429654473,7.675346471,317.6190476,40.07277393,59.36904762,922.4894126,18.41587157
Pochutla,NORTH AMERICA,0.15,15.79444444,-96.5,328.7333333,24.89056676,18,229.6,27.11292928,75.8083608,24.89056676,5.466666668,11.69188887,587.2,26.53788846,33.46088765,18.03964424,26.07181829,1049.266667,15.42124341,18,89.40583395,103.7316406
Pocos de Caldas,SOUTH AMERICA,0.81,-21.76646091,-46.59156379,755.5802469,14.60966485,113.4074074,305.0123457,20.03467444,64.77854006,14.80592809,25.7037037,11.68167604,829.2839506,20.03002967,25.17016114,7.13697543,17.79447563,1684.580247,18.03318594,86.34567901,226.6811086,73.24573159
Podgorica,EUROPE,0.65,42.4974359,19.22179487,161.1230769,5.885894915,494.6,225.1846154,24.17742503,32.8111192,24.17742503,41.24615384,9.957750364,600.8461539,10.47054087,31.04404605,0.69544618,14.7073854,1568.923077,30.34860024,161.1230769,744.0217952,43.54059067
Podolsk,EUROPE,1.927752625,55.50206426,37.50251599,234.8887333,-7.344705775,121.0743134,84.94812612,16.88331743,22.99251864,-1.252095418,28.26857835,7.814561167,234.8887333,16.88331743,22.85768506,-11.12939824,4.903709717,638.0590421,33.98708246,93.67721617,987.162055,34.11931105
Poffader,AFRICA,0.02,-29.08333333,19.33333333,66,11.78083324,16,32,24.92183304,54.57094574,11.78083324,4,16.67033386,82,24.64716721,33.90100098,3.352999926,18.65850067,188,30.54800034,16,539.9702148,56.8826561
Pohang,ASIA,1.8,36.06712963,129.3324074,541.6722222,2.196116912,106.5277778,203.4166667,23.48646388,28.47222622,2.196116912,26.55555555,9.298207389,545.4888889,23.47829519,28.70137563,-3.955749922,13.29202457,1123.761111,32.65712474,106.5277778,868.9439599,65.77762513
Point Hope,NORTH AMERICA,0.03,68.41666667,-166.8333333,86,-19.32083321,38,35,6.545833588,15.60411358,-11.52777767,9,5.058333397,86,6.545833588,9.916666985,-22.5,-6.621527672,212,32.41666794,30,1066.015503,42.44935989
Pointe-Noire,AFRICA,1.04,-4.744391026,11.84054487,544.0576923,22.73667284,3.807692307,213.7980769,27.04347717,55.172027,22.73667284,0.942307692,6.906966714,544.0576923,27.04347717,31.0251828,18.50624184,25.25219686,1185.211538,12.51894096,3.807692307,177.8019402,84.04169772
Pointe-a-Pitre,SOUTH AMERICA,0.731380819,16.2927301,-61.57747902,460.6541712,25.11246626,201.4693018,200.5365931,27.86693299,70.55027832,25.11246626,54.94159793,7.761373975,568.149494,27.49748628,31.77141038,20.7707559,26.64526201,1539.90127,11.00065448,201.4693018,116.2240343,37.74463461
Poitier,EUROPE,1.23,46.62059621,0.295392954,136.4796748,5.071021522,194.4308943,72.30081301,18.44292681,39.64935231,18.44292681,41,9.490835926,209.3333333,7.621506462,25.38727652,1.45187805,11.46240172,694.1869919,23.93539816,136.4796748,550.7474008,17.99200554
Pokrovsk,ASIA,0.09,61.5,129.0833333,130,-37.07666779,33,44,15.72383308,19.39090157,-20.33749962,6,13.43983364,130,15.72383308,25.50399971,-43.80599976,-9.647500038,266,69.30999756,21,2176.668457,64.52107239
Pol-e Khomri,ASIA,0.18,36,68.66666667,2,4.077666759,114,70,30.04116631,31.97915077,28.39099884,0,13.43700027,182,11.27716637,39.19300079,-2.825000048,17.26433372,294,42.01800156,1,1038.489136,98.73549652
Polatli,ASIA,0.26,39.61858974,32.08333333,56.26923077,1.774076925,121.4230769,46.42307692,21.2720634,33.9351679,21.03316711,8.423076922,11.02839716,124.8461538,10.87971108,29.59246173,-2.906038467,11.73403828,372.6923077,32.49850126,36.84615384,792.0038898,39.90998474
Polatsk,EUROPE,0.73,55.52283105,28.74657534,239.9178082,-5.709632462,127.7260274,87.95890411,16.09661189,24.67879643,-0.712874399,36.95890411,8.007102548,239.9178082,16.09661189,22.46125995,-9.98405501,5.401430333,682.2876712,32.44531605,114.9589041,882.865374,29.46995009
Polevskoy,ASIA,0.23,56.5,60.14492754,232.5217391,-12.70626052,78,95,15.47251502,23.59511865,-10.52699976,19,9.531333135,232.5217391,15.47251502,22.41582622,-17.97982597,1.651351592,539.3043478,40.3956541,68,1144.656664,50.12464142
Polokwane,AFRICA,0.6,-23.84166667,29.41666667,312.4,12.89570026,18.2,112.3,21.73149986,57.79897118,12.89570026,5.1,13.74936705,318.2,21.39850082,27.6746006,3.886200046,17.94413395,619.7,23.78840084,18.2,365.9247345,81.06995697
Polson,NORTH AMERICA,0.11,47.75,-114.1818182,134.4545455,-1.888727329,110.8181818,62.63636364,17.46987828,33.42528499,2.791848443,28,11.13536367,158.2727273,10.95196975,27.18963692,-6.114181952,7.549901572,480,33.30381948,93.81818182,786.0065696,27.43847413
Poltava,EUROPE,1.45,49.64310345,34.49425287,168.6482759,-4.388278248,120.6344828,62.57241379,19.30877833,24.71522947,0.672401151,33.28965517,8.268292578,170.4344828,17.97410261,25.33011059,-8.123669322,7.669101945,542.9724138,33.45378018,108.6068966,973.2434482,18.83134333
Polyarnyy,EUROPE,0.26,69.25,33.41025641,180.1538462,-7.858952009,107.6153846,62.07692308,10.59370804,20.43982168,-5.578912442,25.07692308,5.649136397,180.1538462,10.59370804,15.27890139,-12.35954329,0.965075387,523,27.63844475,79.07692308,765.9118277,30.95142188
Ponca City,NORTH AMERICA,0.42,36.75,-97.11507937,278.7619048,2.651865028,101.2380952,120,26.58393687,32.3257499,2.651865028,25.61904762,12.70410315,320.3809524,19.80865896,34.31619136,-4.984571525,14.88548047,907.8571429,39.30076163,101.2380952,964.8506208,39.47523826
Ponce,SOUTH AMERICA,1.01,18.06105611,-66.669967,311.8415841,23.92871298,99.88118811,185.7920792,26.95950614,77.54828009,23.92871298,29.97029703,12.06610932,498.1980198,26.73482604,32.90175523,17.34201392,25.57826482,1115.564356,15.55974131,99.88118811,128.1319252,57.35861183
Pondicherry,ASIA,76.13819712,12.13070092,79.36692771,132.4911495,24.92498831,230.784763,240.8957595,31.33294433,55.17136033,27.03769492,7.922442186,9.770323625,581.8135489,27.40949132,37.45437728,19.73740589,28.29753549,1085.871037,17.71697139,36.32631605,260.7456581,85.62446254
Ponta Delgada,AFRICA,0.38,37.80921053,-25.70175439,173.8947368,13.98258962,296.5526316,127.8157895,21.20116259,39.63165093,20.30406274,31.65789474,5.565985805,366.4473684,16.49032415,25.14446324,11.10244952,17.12389043,1009.552632,14.04201372,129.2368421,294.8528426,38.16868391
Ponta Grossa,SOUTH AMERICA,1.41,-25.04846336,-50.19917258,460.8439716,13.75893017,273.929078,174.1843972,20.94708673,58.72689186,13.78609099,78.42553191,11.63915971,487.2411347,20.88353944,26.83063186,7.010730497,17.4565268,1438.106383,19.81990127,258.4468085,298.8472424,27.20296516
Ponta Pora,SOUTH AMERICA,0.54919073,-22.49241308,-55.75003273,505.1739353,17.92962928,280.360342,190.7252997,24.35214667,59.71079929,18.01333177,43.90856417,11.468568,549.4494211,23.27822292,29.90998546,10.70311365,21.45485901,1630.249855,19.20687085,204.4517778,269.9476686,35.03325152
Ponte Nova,SOUTH AMERICA,0.42,-20.34722222,-42.93849206,512.0714286,17.88881025,51.69047619,256.9285714,23.59706297,62.49120821,17.88881025,16.73809524,12.17129149,675.6666667,22.79028525,29.75540511,10.27897594,21.00740215,1283.142857,19.47642939,51.69047619,231.0265884,79.87495822
Pontes e Lacerda,SOUTH AMERICA,0.16,-15.16666667,-59.36979167,525.6875,23.50610387,99.125,277.125,27.10189641,68.76081705,23.62488627,15.5625,12.800089,739.25,26.64140689,33.5977509,14.98243707,25.69512689,1570.625,18.61531436,69.5625,150.9781332,71.47540045
